sentence,count
cloud in blue sky on blue sky,1
silver spoon with handle,1
front door of aircraft,1
elephant has a large ear,1
right rear leg of elephant,1
elephant with a wet trunk,1
birthmark has part,1
sun reflects on water,1
cows ears on cow,1
cabinet without shelf,1
head on two horses,1
upholstery on seat,1
red window on train,1
fence standing behind pole,1
stall of shower,1
front wheel on pickup truck,1
marble a floor,1
cone built atop point,1
airplane has propellar,1
big ear on elephant,1
wheel in picture,1
bathtub with faucet,1
brown cow in ear,1
brown cow with horn,1
tail tip on cow,1
limb coming off of tree,1
door leads into building,1
rear legs of elephant,1
glass has something,1
floral pattern on backdrop,1
foot of skater,1
nose of brown horse,1
tail on brown horse,1
baseball pitcher has ball,1
body on sheep,1
fleece on sheep,1
person facing hair,1
twin on person,1
person behind baseball pitcher,1
window on big brown building,1
window in large building,1
keyboard on in laptop,1
double door to building,1
space bar on keypad,1
building made  of brick,1
building with a big window,1
screen from laptop,1
headlight on left of train,1
license plate on equipment,1
wall near foot,1
red car on train,1
person elbow in striped shirt,1
guy has right knee,1
plane has top wings,1
ear of lion,1
trunk on right side of bird,1
pipe connecting toilet,1
neck part of bird,1
ship with sail,1
feather visible on neck,1
branch part of limb,1
kite string in air,1
bag carried over shoulder,1
line in center road,1
elephant trunk near elephant,1
elephant tusk near trunk,1
wall beneath window,1
tile square on wall,1
shower stall in corner,1
sky with a lot cloud,1
small ripples on water,1
front portion on train,1
arm surrounding person,1
paw left paw of dog,1
windshield of cab,1
tongue in cat,1
windshield wiper on front windshield,1
bear leg on polar bear,1
dog has gum,1
dog has knee,1
bear paw on bear,1
bird in backs beak,1
bird in fronts beak,1
bird in fronts feather,1
bird in backs tail feathers,1
ripple under water,1
shelf under book,1
person has black har,1
bird has crown feather,1
stem of melon,1
handle on baking pan,1
baking pan in kitchen,1
thigh of cat,1
semi truck has wheel,1
camera reflection in mirror,1
tennis court marked with line,1
right front leg of horse,1
fence post in grass,1
table with metal legs,1
handle on coffeepot,1
drawer with lock,1
pad on horse back,1
section on fridge,1
person has light brown hair,1
skin has patch,1
tree trunk has leaf,1
intake on engine,1
window on side of th plane,1
rubber on motorcycle tire,1
wire mounted to wall,1
person has eyebrow ring,1
white wall of room,1
lamb with wool,1
motorcycle tire in bike,1
home has floor,1
headlight on from of bus,1
egg with cheese,1
motorcycle tire in motorcycle,1
picture frame window,1
person near head,1
sign pole on yellow pole,1
lettering part of sign,1
round sign on pole,1
elephant has two tusks,1
head attached to baby,1
black hair on head of person,1
elephant has brown ear,1
light wrapped on tree,1
person on left arm,1
bear looking at leg,1
ripple in grass water,1
handle on travel mug,1
horses leg on horse,1
hill part of valley,1
adult zebra has mouth,1
adult zebra with zebra,1
leg of adult zebra,1
nose of adult zebra,1
animal with adult zebra,1
adult zebra has eye,1
adult zebra has stripe,1
horn on girrafe,1
adult zebra near zebra,1
fingernail attached to baby,1
dark hair of boy,1
shirt with drawing,1
steering wheel part of car,1
ear located on head,1
grass surrounding flower,1
long neck of giraff,1
giraffe has rear left leg,1
cat has cateye,1
window under building,1
foot has bear,1
person wearing neck strap,1
curtain hangs sin window,1
dog has open eye,1
rear leg of dog,1
arm resting on arm,1
jodhpur on rider,1
stove burner on stove,1
stove has stove burner,1
motorcycle has protective mirror,1
aeroplane with tail,1
planes tail with airplane,1
boat with rudder,1
guitar on neck,1
person has earings,1
plane has two wing,1
round button on cell phone,1
envelope on paper,1
key pad on keyboard,1
plane has three wheel,1
book with page,1
remote with some button,1
tail of seagull,1
cup of handle,1
two lights on train,1
computer mouse in laptop,1
white clouds in sky in bright gray sky,1
handle on bottom drawer,1
person with nosering,1
white clouds in background,1
line part of baseball diamond,1
tank lid on toilet tank,1
faucet on vanity,1
truck with tailgate,1
window reflection on glass,1
finger on shoulder,1
person in ear,1
light on ceiling of bus,1
tree near outside,1
mans head has black hair,1
seat mounted on toilet,1
black spots on spot,1
handle of toilet plunger,1
handle on toilet plunger,1
dirt scattered on the floor,1
girraffes necks of giraffe,1
leg with dog,1
keyboard of electronic device,1
tree without leave,1
writing in cardboard sign,1
window at front of room,1
back of chair at table,1
company letters on bus,1
headlight at top of bus,1
chair made wood,1
baby bear has foot,1
car has front window,1
bud in plant,1
white lettered sign,1
plane wing off airplane,1
license plate on back part of truck,1
teeth on animal,1
left leg has knee,1
crack above cement,1
eyeball on giraffes face,1
long roof of building,1
cot has leg,1
chair part wood,1
person has elbow pads,1
flower in wood,1
donut has been dusted by powdered sugar,1
leaf behind leaf,1
leg on wheel,1
pattern on forehead,1
ocean water behind wave,1
pipe leading from toilet,1
windshield on back,1
person in class,1
knob on gas stove,1
blood on head of bird,1
time during day,1
lid connected to toilet,1
toilet seat of bathroom,1
spot stains banana,1
mirror hanging from bus,1
top has strip,1
boat has rudder,1
cows ears on head,1
gate behind fence,1
tire near airplane,1
leaf in elephants trunk,1
tire in plane,1
passneger car has window,1
plastic wheel on skateboard,1
right arm across bear,1
bank along river bank,1
nightstand has 4 drawers,1
top part on building,1
bears leg of teddy bear,1
elephant has wrapped trunk,1
window pane has section,1
window pane has bottom part,1
orange fruit in tree,1
picture drawn on shirt,1
lip near mouth,1
fleet of bus,1
bus goes to location,1
vehicle has head lights,1
roman numerals on analogue clock,1
beak has head,1
strap on shoulder bag,1
white boat with sail,1
bird has green head,1
bird has multi color feather,1
bird has dark tail feathers,1
fighter plane has propeller,1
fighter plane has wing,1
tree has berry,1
bear has shoulder,1
pier going out to water,1
male wearing eyewear,1
tree trunk in midst of branch,1
motorcycle windshield on front bike,1
wheel on american airline,1
rear hoof of zebra,1
clock hand has face,1
airplane has front windshields,1
control tower on airport,1
wallpaper with blue flowers,1
apple growing in tree,1
wall under water,1
passenger window of van,1
yellow flower in bouquet,1
wall surrounding water,1
air bubble floating in water,1
muscle in back,1
fruit has top,1
top has stem,1
clock has two face,1
line of pavement,1
water has dirt sand,1
beach has section,1
bumper with license plate,1
person shows hand,1
hair on dogs face,1
line dilenate court,1
handle on tennis racquet,1
bus has nameplate window,1
bus has driver side window,1
license plate on delivery truck,1
window on delivery truck,1
passenger door of car,1
whisker on right side of cat face,1
line painted down pavement,1
head and ear of person,1
part of tile floor,1
bus at light,1
girl raising her arm,1
airplane wings of plane,1
pilot windows of airplane,1
ocean wave on beach,1
window on car door,1
window opening on building,1
crowd has people,1
designer sofa has arm,1
sea gull has head,1
elephant hanging trunk,1
line near railroad track,1
gate in yard,1
part of a buildings window,1
fur on its chest,1
airport runway at airport,1
spoon has spoon handle,1
leg has tip,1
bus carrying a lot of people,1
wooden floor on floor,1
metal pole of pole,1
sign on top pole,1
tree in vegetation,1
toilet bowl has drain hole,1
sky containing cloud,1
toilet has a used toilet seat,1
fence front yard,1
line over highway,1
toilet has seat lid hinge,1
line over railroad,1
pole penetrated ground,1
train track has part,1
door knob on drawer,1
toilet has water drain,1
design on edge of plate,1
mountainside of mountain,1
toilet bowl behind toilet,1
traffic lights on bus,1
beach under water,1
bird using foot,1
knob in front of oven,1
wheel part of cart,1
sheep lack horn,1
dragon has wing,1
teakettle has handle,1
string under kite,1
bottle filed with liquid,1
gold ring on person,1
arm arm of couch,1
is in hand,1
front paw of bear,1
black nose on bear bear,1
glass plate on table,1
leg showing from zebra,1
trunk lie on ground,1
plain field of grass,1
ocean on surface,1
seat on cyclist,1
leg on table top,1
person with folded arm,1
baby has something in hair,1
white wall with tile,1
bracelet of bead,1
cloud has sky,1
basket on handle,1
line on racket,1
seat part of toilet,1
bathtub has sink,1
canal with water,1
teapot with liquid,1
rock left of river,1
head light front of train,1
knob to open cabinet,1
left windshield on bus,1
light coming out tree,1
neck in shirt,1
engine of propeller,1
art on sign,1
part of metal pole,1
shoulder has handbag,1
tail under kite,1
water in snow,1
person staring at giraffe,1
stream near sand,1
tire above truck,1
mirror on a box truck,1
dirt across ground,1
tree trunk belonging to tree,1
waste basket of trash,1
ducky has beak,1
plate has decorative edge,1
top on edge of tower,1
mans face has blue eyes,1
guy has blue eyes,1
shoulder of sheep,1
airplane has rear wing,1
powdered sugar covering donut,1
lightbulb in front of train,1
wood made of tree,1
boy touching hand,1
train with train front,1
car parked at door,1
long neck belonging to ostrich,1
leg belonging to ostrich,1
left leg belonging to ostrich,1
sleeve shirt on arm,1
water near marsh,1
grass shown in photo,1
truck outside window,1
construction truck has wheel,1
mirror on windshield,1
small island in water,1
window on railroad,1
fish has spot,1
bus has bus tire,1
door on road car,1
structure made of brick,1
light on white truck,1
side view mirror of truck,1
spot above chest,1
thorn on cactus,1
skateboard with four wheel,1
two legs in water,1
koala bear has ear,1
hand on glove,1
creature has mouth,1
koala bear has mouth,1
creature has eye,1
koala bear has eye,1
rock along coast,1
pizza contains tomato sauce,1
trains door of train,1
headlight on cars front,1
balcony on side building,1
valley has mountain,1
floor in front of building,1
pole with marking,1
tire front of truck,1
eye in boy,1
wave that in ocean,1
room reflected mirror,1
bird flying on air,1
shirt has white long sleeve,1
headlight bus bus,1
window on planes cockpit,1
stem through leaf,1
house has two chimneys,1
sky partl cloud,1
king has crown,1
tshirt has short sleeve,1
white sky cloud,1
dog with tooth,1
bristle on brush head,1
foot off field,1
bicycle front tire,1
leaf on on the tree,1
tail at airplane,1
whisker of black cat,1
seating on bike,1
lamppost has bulb,1
cable in ceiling,1
doorway in train,1
door on top train,1
telephone has cable,1
serving line on tennis court,1
window row near building,1
sidewalk alongside road,1
zebra nuzzle head,1
hip of horse,1
ear belonging to boy,1
decorative corner on building,1
balcony on builduing,1
leg under bear,1
window near bus side,1
bus driver in window,1
plant with yellow flower,1
vehicle has windshield wipers,1
front of passenger train,1
grass at hillside,1
girl cupping her hand,1
spoon held by hand,1
light to car,1
hot dog with mustard and ketchup,1
lens covered in water,1
car with round tire,1
tab key on keyboard,1
sock on right leg,1
suitcase metal handle,1
body of parrot,1
tail feathers on parrot,1
background has metal piping,1
right foot of parrot,1
left foot of parrot,1
sign has 8 sides,1
hand brake on bicycle,1
neck on parrot,1
train has two sets of two headlight,1
front of train has window,1
drivers window of bus,1
scene shows railroad tracks,1
track set under train,1
window on wall of train station,1
window have windshield wiper,1
train has set of window,1
headlight on road,1
window and wall,1
wine bottle in wine bottle,1
nose visible on face,1
